BMPR1B	4.145	8.02	6.828	5.794	7.175	7.764	7.184	6.277	3.106	7.733	5.812	3.867	0.2502	6.373	6.826	3.918	7.153
BMPR2	9.503	10.79	8.285	9.821	9.565	10.33	10.77	9.188	9.231	9.782	8.911	10.5	9.258	9.208	10.19	9.603	11.87
BST2	12.32	13.94	11.47	13.66	13.39	13.28	12.21	13.5	13.4	13.65	13.89	12.64	11.08	10.91	13.82	13.12	13.85
C3	3.814	13.3	0	10.09	11.8	8.862	8.723	11.61	6.024	11.56	8.818	9.384	9.174	6.778	11.78	10.97	11.25
C5	6.542	6.407	4.564	6.403	6.495	4.664	5.062	6.425	5.001	6.324	4.716	4.778	5.108	5.357	4.504	5.605	4.85
CADM1	10.23	8.951	7.614	8.769	9.128	8.528	9.046	8.94	4.729	9.281	7.11	8.391	8.569	6.913	8.507	7.056	9.801
CADM2	4.312	6.804	3.324	5.73	7.867	3.987	4.029	6.651	2.55	6.283	5.314	1.545	4.037	4.202	5.61	4.972	5.32
CADM3	1.964	7.248	0	7.768	5.515	4.853	4.115	7.369	4.244	6.441	4.486	5.005	0	5.534	6.06	7.077	5.274
CADM4	8.229	7.311	7.326	6.89	6.236	5.684	5.966	5.655	4.802	6.106	6.927	5.268	4.696	6.75	7.731	7.353	6.613
CALR	13.29	15.57	13.49	14.27	14.41	13.59	13.62	13.84	13.45	14.08	13.86	13.18	14.14	13.36	14.94	13.92	14.65
CANX	12.37	13.69	12.74	12.97	13.42	11.81	12.51	12.99	13.99	12.65	13.29	12.13	13.22	12.33	12.97	12.79	12.92
CARD11	3.814	8.52	1.47	8.878	8.288	4.594	4.029	9.477	3.217	8.881	3.439	3.393	4.118	4.572	5.835	6.651	5.488
CASP1	6.461	10.93	6.46	10.64	10.99	10.45	7.773	10.8	6.771	11.09	9.041	6.816	8.793	6.061	10.47	10.09	12.8
CASP3	9.164	9.485	8.684	10.52	10.61	9.812	9.663	10.73	9.756	10.96	10.06	9.555	10.02	9.146	10.78	10.34	10.29
CASP4	8.658	10.92	8.681	10.96	10.37	8.747	8.473	10.6	6.734	10.62	8.896	8.329	6.604	7.427	10.69	9.593	9.742
CCBP2	2.913	8.093	0	7.405	6.645	5.616	4.995	6.621	5.333	4.1	4.214	4.352	0	5.862	5.437	2.309	3.186
CCL1	1.964	5.24	0.5772	6.079	6.844	0	2.864	5.32	0	4.579	4.214	0	0	0	3.547	3.593	0
CCL11	3.045	9.687	3.196	4.848	7.524	5.349	3.734	6.425	2.71	6.802	5.447	4.268	4.404	4.284	9.179	5.692	7.036
CCL13	3.737	11.12	4.309	10.36	8.144	5.812	6.462	7.779	6.724	7.572	6.061	8.473	2.973	8.149	8.457	8.062	7.202
CCL14	6.187	11.12	3.385	8.943	7.805	6.254	5.943	9.372	5.381	9.476	4.357	7.531	0	6.316	7.531	5.446	7.049
CCL15	7.829	10.11	7.669	8.457	9.239	7.741	5.7	7.885	6.966	8.908	7.614	5.056	6.739	8.076	7.477	6.591	7.273
CCL16	0	5.857	2.162	4.722	7.271	0	2.094	5.824	0	5.309	3.439	3.223	2.321	1.748	1.045	1.547	0.7623
CCL17	4.462	5.857	2.525	9.844	7.74	6.644	4.721	7.959	4.872	6.106	4.913	6.177	5.742	4.115	5.8	5.479	3.369
CCL18	5.568	14.54	10.48	11.2	14.43	8.319	10.81	10.26	9.566	10.94	10.07	11.27	6	8.284	12.98	13.53	11.71
CCL19	3.045	9.843	0	10.77	8.46	6.088	4.196	9.198	4.345	10.07	4.818	3.808	2.321	4.505	9.076	6.396	4.721
CCL2	6.128	11.59	6.425	10.15	10.23	8.519	8.229	11.46	7.63	10.47	9.118	5.633	6.237	7.975	10.67	11.22	9.278
CCL20	4.837	6.804	4.95	6.829	7.563	6.88	5.794	6.899	4.571	6.241	5.627	5.2	3.543	2.148	8.837	6.325	9.687
CCL21	1.293	11.67	0.9398	10.65	5.663	6.923	5.337	9.555	2.986	7.822	4.423	4.433	2.572	1.748	7.396	6.379	4.245
CCL22	3.737	8.057	2.525	10.37	7.706	4.091	3.937	7.897	0.04717	5.535	0.2693	3.808	3.138	4.696	5.014	4.717	4.245
CCL23	0	6.288	4.484	4.428	5.92	0	0.3283	2.15	0	4.278	1.648	2.031	0	0	4.414	3.327	3.186
CCL24	3.383	4.607	5.82	4.582	4.006	3.987	0	6.068	0.7841	1.87	2.591	1.223	3.42	0.2739	0	0.9304	2.058
CCL25	2.766	5.24	0	4.848	6.236	3.312	0	4.538	1.632	4.436	2.34	0	2.016	2.719	3.16	1.978	2.432
CCL26	3.167	4.141	0.5772	3.233	5.663	3.128	3.292	3.896	2.855	3.379	2.805	3.223	0.2502	3.294	4.817	3.71	2.058
CCL27	3.737	4.958	1.857	10.38	4.949	5.929	6.94	2.15	2.71	0	0.2693	0	1.098	2.461	0	0.9304	0
CCL28	5.936	6.619	9.631	7.847	8.093	8.049	9.275	7.474	9.981	8.853	9.82	8.913	10.52	9.808	10.25	10.43	8.64
CCL3	6.35	9.821	7.181	9.443	11.03	9.652	7.773	11.25	7.317	10.86	9.217	5.13	7.637	8.869	9.838	10.16	9.518
CCL4	6.201	10.75	6.004	11.41	10.28	7.833	6.056	11.85	6.867	11.8	8.009	5.177	7.477	5.78	8.892	9.517	9.278
CCL5	6.311	12.28	5.046	12.57	11.98	9.639	7.223	14.44	7.915	13.14	8.931	6.462	8.274	6.976	10.21	10.46	10.41
CCL7	3.886	7.115	3.701	5.856	5.92	4.522	4.636	6.681	5.405	5.535	5.167	3.808	5.295	5.017	6.06	6.431	4.579
CCL8	4.312	9.485	3.747	8.084	8.194	7.121	5.373	10.53	6.128	9.031	8.362	2.545	5.026	5.466	8.775	10.53	7.891
CCR1	5.248	11.33	5.925	9.992	10.54	7.658	7.075	9.979	6.966	9.08	7.971	6.633	6.646	6.428	9.497	9.921	8.984
CCR10	5.654	7.183	6.555	5.073	6.033	4.365	2.864	5.655	5.962	6.283	6.665	3.223	6.042	8.018	4.215	8.011	2.729
CCR2	3.383	7.371	2.293	8.661	9.527	6.011	4.346	9.648	4.612	8.575	6.459	4.268	2.973	4.811	8.607	6.763	7.128
CCR3	4.554	6.714	3.653	6.559	7.524	3.621	2.761	6.315	3.106	5.464	4.662	1.808	3.543	3.704	4.104	4.183	3.811
CCR4	4.145	6.714	2.162	8.427	7.898	4.279	3.561	7.737	0.04717	6.364	3.878	2.924	0.2502	4.505	5.61	5.018	4.422
CCR5	4.462	9.589	3.127	9.136	9.565	7.488	5.125	11.11	5.381	10.02	7.11	4.615	5.792	4.284	8.364	8.006	8.253
CCR6	0	6.407	0	7.23	7.019	3.128	1.466	6.023	0	5.464	3.439	0.8081	0.2502	0.2739	4.669	4.336	4.148
CCR7	2.42	6.015	0	7.384	6.033	4.911	2.094	6.767	0	6.549	3.878	1.223	0	4.361	7.563	4.012	3.811
CCR8	3.279	7.043	0	6.919	5.663	3.875	3.433	6.277	0.7841	6.283	3.878	2.545	2.016	1.191	5.293	4.1	3.678
CCRL1	4.8	10.52	3.92	9.742	8.218	6.88	6.758	7.422	5.176	7.311	7.058	5.223	4.195	6.107	7.477	5.878	8.684
CD109	4.762	9.027	6.087	7.906	6.963	8.992	7.571	7.255	5.357	7.702	6.327	6.683	8.727	5.965	7.804	6.513	9.872
CD14	8.642	13.98	9.305	12.97	13.24	9.74	9.753	13.03	10.04	12.43	10.33	9.81	9.111	9.282	12.08	12.25	10.78
CD19	2.766	7.183	2.814	4.965	8.265	3.128	1.913	8.792	7.396	8.154	4.768	0	2.572	4.115	4.589	7.088	2.975
CD1A	2.42	0	0	8.322	0.3051	2.001	4.072	5.243	1.27	0.4911	2.805	0	0	0	2.63	2.578	3.532
CD1B	0.7856	0	0	7.651	5.797	0	1.913	4.777	0	4.278	2.805	1.808	2.786	0	3.708	0	2.058
CD1C	0	5.679	0	7.921	6.327	0	3.839	6.526	0	5.669	3.157	2.223	0	3.126	3.367	3.327	0
CD1D	3.814	2.07	4.538	5.173	6.033	4.188	2.864	7.508	4.652	7.115	4.866	3.924	3.656	3.58	4.952	6.23	4.968
CD1E	3.279	6.288	0	7.736	7.636	2.918	3.734	7.369	0.04717	5.849	3.675	0	3.859	0	3.983	0	3.811
CD200	9.418	9.925	6.871	7.752	8.5	7.497	7.726	9.703	6.457	9.896	6.916	6.118	9.951	5.835	9.113	9.549	8.622
CD200R1	0	5.857	0	5.662	6.414	0	0	6.821	0	6.649	0	1.808	0	0	0	4.717	4.85
CD209	5.501	11.06	6.767	8.687	9.725	6.711	6.647	9.213	6.724	9.15	8.138	8.518	4.404	7.987	9.016	8.354	8.2
CD22	5.009	8.196	6.175	8.477	10.61	6.32	6.11	9.023	6.07	8.47	7.926	4.031	2.321	4.865	6.62	6.576	6.48
CD244	1.667	5.679	2.525	7.524	7.019	4.594	3.937	9.399	5.863	8.263	5.836	4.177	3.42	0.2739	5.241	7.63	5.448
CD247	4.462	8.466	4.037	9.516	9.009	7.108	5.062	11.03	5.23	10.43	7.005	4.311	4.748	5.466	7.299	7.953	7.307
CD274	4.259	8.74	4.59	9.526	8.719	6.88	4.748	9.367	5.12	9.543	7.089	4.393	6.92	3.294	8.205	8.29	8.04
CD28	4.259	6.288	5.362	9.098	7.073	5.17	4.901	8.556	4.135	8.818	5.884	4.177	2.572	6.446	6.426	6.607	6.094
CD34	8.889	10.71	6.266	9.692	8.833	8.003	8.049	9.678	7.366	9.581	6.939	7.951	6.604	9.564	8.405	7.723	8.403
CD3D	4.943	10.77	4.847	11.86	11.07	8.452	6.682	12.97	6.586	12.56	8.937	6.452	6.942	6.236	9.304	10.2	9.875
CD3E	4.312	10.25	3.747	10.59	10.11	7.641	5.931	11.89	5.405	11.44	7.401	5.563	6	5.862	8.327	9	8.743
CD3G	4.085	10.07	3.324	11.16	10.36	7.216	5.741	11.97	5.775	11.67	7.564	5.649	5.841	4.918	8.257	9.097	8.514
CD4	5.568	12.41	7.28	10.96	12.34	8.467	7.786	11.39	7.804	11.26	9.444	7.978	8.139	8.78	9.939	11.34	9.326
CD40	7.199	10.96	8.222	10.35	10.03	8.596	6.892	10.69	9.856	10.17	8.69	6.867	7.446	8.274	9.533	9.515	8.529
CD40LG	4.021	7.637	1.47	6.522	7.224	4.522	3.364	6.315	1.632	6.441	3.439	0.8081	0	4.865	3.708	3.71	0
CD44	9.645	13.61	13.05	14.32	12.77	12.54	13.41	12.63	14.11	13.42	12.83	12.59	13.16	13.6	12.62	11.61	12.76
CD45R0	6.113	12.67	7.941	13.1	12.99	9.708	8.854	14.04	8.711	13.36	11.4	8.504	9.2	7.682	11.43	11.81	11.57
CD45RA	0	10.28	0	7.405	7.837	4.793	2.761	8.89	0	7.466	2.805	2.683	0	3.126	5.764	6.043	3.678
CD45RB	5.009	10.54	5.622	11.06	10.57	7.337	6.453	10.87	5.662	10.59	7.868	6.246	5.841	6.038	9.266	9.213	8.684
CD48	4.259	9.767	5.671	10.86	10.27	8.372	6.791	11.23	5.897	10.82	8.302	5.373	6.218	5.154	8.989	9.237	9.029
CD68	6.473	12.92	8.517	10.14	12.42	11.27	8.657	11.7	9.517	11.44	9.095	8.711	8.507	8.624	10.28	11.04	10.63
CD70	4.414	5.24	3.055	6.027	6.572	3.621	2.399	5.824	4.19	6.583	3.97	3.471	0	5.064	5.014	4.772	3.369
CD72	2.604	8.162	4.246	5.794	7.271	6.574	4.115	8.649	6.197	8.497	6.881	4.081	5.69	2.461	6.305	6.694	7.34
CD74	10.48	16.32	10.3	15.59	16.78	13.14	12.36	16.44	12.34	16.03	12.87	12.12	12.81	11.02	14.24	14.46	14.24
CD79A	3.657	7.043	1.857	6.86	11.85	3.474	4.156	10.79	5.257	10.15	4.662	3.978	3.761	4.505	6.736	7.482	6.702
CD79B	0.7856	4.607	6.233	5.73	7.485	2.672	0	6.794	2.369	7.043	6.256	2.031	0	2.461	4.215	4.407	0
CD80	4.085	7.903	4.399	8.608	8.5	6.185	3.364	8.952	4.766	8.442	6.219	2.031	4.467	2.937	6.254	7.044	7.036
CD81	11.14	13.92	13.91	12.59	14.17	14.2	13.2	14	14.02	13.61	13.97	12.73	12.89	12.56	13.11	13.99	14.23
CD86	4.414	9.498	5.659	8.058	9.823	7.389	6.171	9.644	5.829	9.167	8.138	5.991	6.181	5.238	8.393	8.727	8.885
CD8A	6.461	10.11	3.653	12.13	10.72	9.417	6.171	13.25	6.99	13.29	8.825	6.342	7.523	6.316	8.696	9.428	9.74
CD8B	5.163	9.099	2.414	9.798	9.116	7.337	4.949	11.44	5.257	10.6	6.796	4.268	5.259	4.505	6.736	7.151	6.923
CDH1	4.762	9.43	1.677	12.4	8.817	11.22	12.46	5.53	13.12	11.02	3.562	10.96	13.16	3.818	11.43	1.547	5.228
CDH2	9.656	4.958	8.804	0	0	2.672	3.889	7.508	0	5.957	6.745	6.166	7.855	7.071	5.968	7.836	8.893
CDH3	7.511	6.517	8.028	10.19	3.475	10.24	5.584	5.594	9.417	8.506	8.815	5.289	9.627	7.024	9.278	9.037	9.307
CEACAM1	3.814	0	4.309	2.185	3.475	10.48	6.549	5.32	8.374	7.538	4.662	6.373	7.188	2.148	9.91	3.593	6.44
CEACAM16	2.42	2.07	1.47	4.582	6.138	1.494	0	4.253	1.922	3.897	0	0	2.572	2.719	1.782	2.578	2.975
CEACAM19	5.754	4.141	0	5.267	4.393	2.375	1.913	5.464	4.439	3.379	3.157	2.223	4.799	2.937	2.919	2.805	2.729
CEACAM20	3.167	0	0	3.564	6.236	2.672	0	4.777	0	0	0	0	0.2502	0	1.782	0	0
CEACAM21	6.437	6.517	3.055	6.947	7.773	3.474	3.433	7.792	2.986	7.733	5.314	3.393	0	2.719	5.727	6.108	4.579
CEACAM3	2.21	6.158	0	1.086	0	2.001	0	0	0.7841	0.4911	0	0	0	3.126	0	1.547	0
CEACAM4	4.203	7.732	0	7.003	6.495	2.001	0	6.425	2.163	6.008	3.439	4.649	0	2.719	5.8	2.309	0
CEACAM5	2.21	0	1.47	5.591	7.019	3.621	0	5.161	5.032	3.897	2.591	0.2232	0	0	0	2.578	3.532
CEACAM6	3.886	6.517	2.018	5.915	7.563	5.262	0.3283	5.77	3.507	5.135	5.314	0	0	3.58	3.983	3.001	0
CEACAM7	4.312	5.679	0.9398	5.355	6.414	0	0	5.394	3.507	5.464	4.357	0	0.2502	2.937	3.547	3.466	0
CEACAM8	3.737	6.015	1.229	4.848	6.963	0	0	5.594	3.82	4.708	4.137	0	0	3.444	0	0	0
CELA1	4.509	5.679	2.293	6.079	7.706	0	0	5.877	2.163	5.669	5.278	0	0	4.811	4.104	5.635	3.532
CERCAM	10.04	12.42	9.186	9.582	10.14	10.57	9.534	10.15	10.09	10.94	10.02	9.148	8.385	10.91	10.97	9.827	10.16
CERK	9.225	8.828	7.824	9.311	9.656	9.511	8.77	9.973	9.932	9.808	9.13	8.248	9.7	8.539	9.68	9.073	11.21
CHIT1	4.203	12.25	2.724	15.16	13.81	5.812	8.823	9.283	6.314	9.425	5.348	5.311	2.973	3.924	5.689	7.983	8.033
CHL1	9.777	6.968	0	6.559	6.327	8.862	6.791	6.315	0	4.937	6.916	3.471	5.186	3.294	5.188	3.466	9.702
CHUK	10.4	10.51	9.026	10.49	10.6	10.08	8.821	10.16	9.741	10.8	9.364	8.747	10.05	9.815	10.41	9.763	9.803
CIITA	4.943	10.29	4.11	11.12	10.85	7.732	6.11	10.52	6.128	10.93	8.062	6.739	7.16	5.466	8.296	8.331	8.408
CKLF	10.47	7.183	6.587	8.123	8.012	7.459	6.51	8.884	5.662	7.892	7.28	5.896	6.997	6.66	7.972	7.182	7.61
CLEC4E	4.682	11.19	4.538	11.95	9.7	6.821	4.072	8.988	6.009	8.107	6.623	6.723	4.643	5.43	8.238	7.622	8.027
CLEC4M	4.414	6.288	0	3.233	6.963	1.494	0	5.161	0	4.937	1.648	0.2232	0	3.444	3.983	3.818	0
CLEC6A	2.42	3.449	0	6.179	5.35	0	0	3.42	0	4.579	2.035	0	0	0	3.983	0	2.058
CLEC7A	6.437	11.08	6.453	12.19	12.06	8.476	7.601	11.06	7.378	11.41	8.733	7.723	7.831	6.373	9.68	10.3	9.601
CLTC	10.51	12.92	11.54	11.55	12.43	11.79	11.97	12.01	12.58	11.87	11.84	11.83	12.62	11.12	12.74	12.37	12.32
CMA1	0	7.248	0	6.227	5.163	3.987	5.538	5.464	0	4.278	0	4.433	0	3.444	4.952	4.262	4.044
COX5A	10.44	11.34	11.07	11.42	11.45	11.35	11.44	11.11	11.6	11.25	11.77	10.82	11.76	11.11	12.23	11.23	11.9
CR1	6.083	11.19	7.02	8.729	10.54	6.341	6.855	9.606	6.982	9.297	8.514	7.559	3.286	7.659	10.53	10.02	7.992
CR2	0	5.476	0	5.438	5.163	1.494	0	6.277	0	3.379	0	0	2.321	0	3.852	2.309	1.551
CRADD	10.55	7.862	7.523	7.8	7.636	8.118	6.992	7.457	8.09	8.035	8.588	6.442	5.767	6.582	8.946	7.067	11.61
CRP	4.085	6.888	2.293	5.662	7.271	4.279	0	5.927	2.986	5.224	5.087	0	2.973	4.865	4.215	3.593	0
CSF1R	7.465	11.98	7.657	11.22	11.33	9.038	8.387	11.71	7.92	11.21	9.629	8.699	8.038	8.449	10.68	10.5	9.779
CSRP1	11.65	12.01	9.508	9.999	10.45	10.76	11.11	9.858	10.13	10.33	10.3	11.55	10.84	10.11	10.56	9.699	10.75
CTLA4	4.873	9.602	4.989	10.47	8.649	10.43	5.858	11.17	5.428	11.42	7.564	5.509	5.663	5.94	10.28	7.936	9.111
CTNNB1	13.12	14.5	12.75	12.51	12.59	12.63	14.29	12.93	14.17	13.36	13.15	14.15	15.16	11.62	13.83	12.85	15.62
CTSB	11.89	17.24	11.93	14.77	16.01	13.96	13.89	15.42	13.96	15.42	14.11	13.3	13.09	12.48	15.32	15.53	15.72
CTSE	4.259	6.407	2.628	4.428	7.125	3.987	3.051	4.982	4.017	4.708	4.056	2.031	2.973	4.023	4.817	3.466	3.369
CTSG	4.312	8.493	0	8.737	7.073	5.262	5.781	6.847	0	5.464	2.992	5.154	0	5.501	6.174	5.148	2.432
CTSL1	7.616	14.08	11.3	10.62	11.74	10.98	10.69	11.23	11.39	11.09	11.4	10.61	10.28	9.428	12.43	12.6	11.46
CTSS	8.415	15.9	10.29	14.99	16.33	11.73	11.47	14.85	10.96	14.72	13.16	11.3	10.75	10.06	13.42	14.32	13.17
CTSV	5.524	6.158	1.229	6.273	6.495	4.279	2.864	5.394	3.672	4.579	4.768	0	4.94	4.865	3.983	3.173	0
CX3CL1	6.66	8.763	4.564	9.13	7.524	7.216	7.979	7.235	6.798	8.01	7.636	5.823	9.599	4.115	6.515	7.202	6.48
CX3CR1	5.477	7.903	3.498	8.477	8.879	5.984	4.949	7.066	5.473	7.115	6.274	2.808	6.713	4.918	7.167	5.692	7.153
CXCL1	4.414	8.02	5.925	6.766	8.419	9.454	8.545	7.541	6.25	9.577	7.504	9.319	5.068	6.792	10.51	11.03	8.253
CXCL10	6.681	11.16	7.058	11.93	10.41	10.95	7.688	12.24	7.22	14.14	10.8	7.576	10.33	5.889	10.77	11.71	11.3
CXCL11	11.35	9.577	4.803	10.13	9.179	9.577	5.858	10.5	6.17	13.02	9.357	5.49	8.836	5.154	8.672	8.992	9.742
CXCL12	8.623	14.6	7.553	13.24	13.41	9.954	10.39	13.62	8.38	13.7	10.03	9.824	8.134	9.073	11.96	11.35	11.51
CXCL13	0.7856	5.857	0	5.267	6.905	6.423	1.707	9.119	2.369	9.738	6.237	3.031	5.223	1.748	7.408	6.021	7.456
CXCL14	5.104	14.28	3.747	15.27	12.48	11.5	11.63	11.63	9.074	13.28	10.5	11.37	2.973	10.15	12.92	7.38	11.85
CXCL16	6.051	11.76	6.574	9.922	11	7.885	7.799	10.48	7.493	9.875	8.041	7.234	7.365	6.806	9.618	10.19	9.568
CXCL17	1.293	0	0.5772	4.965	6.327	2.375	0	5.161	0	5.731	2.992	0	0	2.148	3.852	3.71	0
CXCL2	4.682	7.637	7.5	10.18	9.077	5.956	6.88	8.075	6.07	8.263	7.737	5.991	6.181	7.295	9.934	10.02	9.082
CXCL3	5.248	7.82	6.535	9.848	8.769	4.445	5.7	7.679	6.457	7.808	6.833	4.509	2.786	4.284	8.88	9.619	6.613
CXCL5	1.293	4.141	4.868	6.403	6.495	4.729	1.176	5.243	6.009	4.827	2.34	0.8081	3.138	2.148	5.689	4.972	3.532
CXCL6	4.414	6.968	3.385	6.361	6.905	7.006	2.961	6.353	1.27	6.403	5.045	2.924	3.138	2.461	6.579	5.975	5.078
CXCL9	7.08	12.58	6.773	13.34	11.49	12.02	7.976	13.79	9.684	14.47	11.61	7.031	10.13	7.083	11.43	12.25	12.23
CXCR4	8.26	12.22	10.04	11.37	12.31	8.817	9.812	12.86	8.699	10.9	11.28	8.885	8.274	7.963	11.4	11.29	11.52
CXCR6	4.682	9.512	2.899	9.662	9.507	6.462	4.072	11.72	4.345	10.59	7.253	4.896	5.186	0	8.184	8.34	7.845
CYBA	7.095	12.09	8.919	11.5	11.93	10.26	8.438	11.54	8.702	11.47	9.804	7.645	7.825	9.408	10.12	10.64	9.866
CYBB	7.829	12.45	8.765	11.17	12.74	10.59	8.932	12.58	8.756	12.27	10.91	9.504	9.491	10.26	11.93	11.7	11.67
CYCS	7.453	7.732	6.574	8.22	7.224	9.102	7.666	7.474	8.026	7.391	8.229	6.563	8.104	9.11	7.703	6.414	8.338
CYLD	9.323	10.67	8.111	11.56	10.86	9.373	8.429	11.58	7.865	11.87	9.357	8.36	8.957	8.065	9.84	9.915	10.01
CYR61	10.6	15.11	10.9	11.8	11.1	11.24	11.36	13.2	10.29	9.671	11.19	10.83	9.081	12.9	14.04	12.96	13.52
DAXX	10.08	9.954	9.943	10.02	9.838	9.347	9.586	10.46	9.525	10.26	9.261	9.325	9.978	9.314	9.45	9.507	9.223
DDR1	8.721	8.597	6.474	10.33	6.138	9.611	9.744	7.043	8.284	8.059	8.794	9.605	10.03	7.69	9.41	7.797	9.079
DDR2	10.4	11.29	9.116	8.978	9.374	8.179	9.976	9.896	10.9	10.16	9.737	9.126	11.68	10.47	8.933	9.761	8.675
DDX17	12.34	12.75	11.4	13	12.78	11.62	11.74	13.19	12.47	12.86	11.67	11.47	12.3	11.16	11.86	11.73	12.17
DDX58	7.739	9.282	6.789	10.32	9.297	8.56	7.199	10.19	7.874	9.606	7.016	7.136	8.548	6.428	8.388	8.402	8.567
DDX60	7.447	10.28	6.789	11.35	9.869	9.816	7.401	10.65	8.287	10.7	10.04	8.014	9.162	6.75	9.272	9.139	9.559
DES	3.045	7.732	4.37	6.227	7.125	6.592	5.245	3.107	4.017	5.535	7.188	1.808	0	6.276	12.6	5.605	9.446
DHX58	6.959	9.358	4.309	9.386	9.656	9.035	6.542	9.736	8.215	10.12	6.916	6.598	7.101	6.316	8.177	8.299	7.446
DKK2	3.383	2.07	1.857	7.991	7.403	4.091	4.775	6.238	2.163	6.441	1.648	3.615	0.2502	4.023	4.745	3.173	5.742
DLL4	8.101	7.982	6.403	6.701	6.781	6.644	6.898	7.02	5.846	6.712	6.939	5.715	4.268	6.887	7.096	6.529	6.702
DSCAM	1.964	0	0	2.185	5.663	3.474	0	3.677	0	4.1	2.035	0	0	1.191	2.919	0	0
DSTYK	8.078	6.714	6.225	7.991	7.271	9.132	8.389	7.153	9.362	7.972	7.069	7.871	9.205	7.749	8.479	6.414	8.731
Dusp5	10.89	10.68	6.828	10.44	9.063	10.06	7.715	10.92	8.212	10.88	8.068	6.785	7.678	8.449	10.57	8.853	8.78
Dusp6	13.1	11.37	8.356	10.02	9.958	12.37	9.818	10.66	10.92	10.04	12.06	9.957	11.42	8.741	12.04	9.699	11.76
