BCAN	6.846	3.878	2.713	5.506	6.142	3.917	0	0	5.404	4.923	0	8.01	3.918	10.07	0	0
BECN1	10.92	11.14	10.78	10.01	10.99	10.24	10.98	10.2	10.42	10.72	10.66	11.09	10.12	9.502	11.18	10.53
BGN	9.728	10.38	8.596	9.305	9.606	10.47	7.794	8.096	9.164	8.895	9.402	12.34	11.16	10.71	10.99	10.4
BID	7.724	8.602	8.035	7.754	8.116	7.561	7.64	8.383	8.6	8.238	8.213	8.395	8.511	7.863	8.72	8.702
BMPR1A	9.657	10.42	10.32	9.162	9.78	9.706	9.79	9.464	9.516	9.384	10.05	10.31	9.394	8.99	10.1	9.818
BMPR1B	5.89	7.456	7.546	3.9	6.457	7	7.712	7.392	4.629	0.5865	6.232	8.264	3.475	5.168	8.817	6.936
BMPR2	9.078	10.49	10.04	9.472	10.56	9.448	10.43	10.03	9.593	10.03	9.557	10.58	10.05	9.092	10.5	10.98
BST2	13.9	12.78	10.96	10.54	11.65	11.74	13.99	10.38	11.68	14.59	13.54	11.93	13.34	11	11.72	12.78
C3	9.125	11.32	11.22	10.16	10.28	10.44	7.021	8.78	10.55	10.06	11.57	7.466	10.34	10.23	11.55	7.992
C5	6.277	5.857	6.571	5.97	6.36	5.674	5.218	6.304	6.794	6.314	5.99	5.216	5.757	5.453	6.078	4.976
CADM1	9.833	8.395	8.563	7.048	8.581	8.964	9.346	11.89	10.32	10.33	7.48	8.395	9.385	6.947	7.916	10.73
CADM2	5.665	5.722	6.278	4.339	4.154	5.288	4.068	4.242	4.908	4.979	4.486	5.301	4.76	4.455	5.19	4.147
CADM3	7.478	8.912	7.903	7.56	6.777	5.173	5.061	5.254	5.212	6.644	8.032	7.484	6.46	6.144	6.835	2.329
CADM4	8.73	7.456	7.338	7.306	7.216	4.178	5.716	8.229	8.728	7.29	5.891	7.183	6.673	6.921	6.322	6.569
CALR	14.42	13.78	13.24	12.9	13.62	13.74	14.19	12.4	13.88	13.46	13.77	13.96	13.69	13.1	14.25	13.98
CANX	13.14	13.05	12.93	13.1	12.81	13.07	11.57	12.51	12.76	12.99	12.17	13.4	12	12.98	12.51	12.43
CARD11	6.749	5.406	5.961	5.149	5.858	5.932	6.623	6.117	4.728	7.138	7.057	6.829	7.5	4.596	5.939	5.2
CASP1	9.851	10.44	11.76	8.478	11.13	9.13	10.63	7.818	10.54	11.73	10.33	9.548	10.27	7.523	9.059	11.61
CASP3	10.07	9.815	10.02	9.884	10.5	9.662	10.07	10.31	10.85	9.983	10.23	10.23	10.52	9.179	10.16	9.684
CASP4	9.081	10.07	9.985	8.554	10.19	8.75	9.733	8.297	9.345	10.89	9.183	10.48	9.503	7.957	9.157	8.346
CCBP2	5.942	8.205	5.909	6.073	6.601	5.325	3.082	3.819	4.408	5.665	4.267	6.679	5.395	5.318	6.505	4.71
CCL1	0.5587	3.25	0.1281	2.495	4.485	0.1682	2.563	2.172	1.86	1.965	0.3988	0.1713	3.339	1.78	0	0
CCL11	4.517	4.546	3.713	4.136	2.007	5.932	3.544	4.708	7.509	4.373	4.845	3.872	6.191	5.318	6.481	6.184
CCL13	6.498	10.22	10.28	8.749	9.691	7.139	8.718	8.665	7.782	9.7	7.786	8.188	10.31	7.992	9.184	7.708
CCL14	8.315	10.1	10.14	8.223	9.138	8.378	3.284	0	6.861	6.27	8.99	11	6.341	8.07	9.195	4.767
CCL15	7.495	7.259	6.698	6.447	7.026	6.87	5.359	8.69	6.387	7.515	6.589	8.524	5.429	6.666	7.536	6.006
CCL16	3.474	3.25	3.45	3.362	3.592	4.009	1.441	2.172	3.415	2.657	3.692	4.695	2.614	2.505	4.279	1.54
CCL17	7.87	6.058	8.1	4.817	7.945	6.443	6.016	4.835	4.629	6.314	6.367	4.695	7.813	4.171	6.733	3.507
CCL18	8.865	8.902	8.896	11.33	11.75	8.352	7.932	3.55	7.191	10.3	10.78	8.975	11.85	8.631	13.04	10.54
CCL19	10.36	9.613	9.875	8.05	9.728	8.032	8.993	2.172	8.035	9.812	9.531	9.099	10.59	8.114	9.463	4.71
CCL2	8.811	10.24	10.15	9.281	10.11	9.198	8.374	10.34	9.331	10.13	9.029	9.964	10.94	9.585	10.48	8.234
CCL20	6.277	6.234	5.935	4.08	4.872	4.178	6.669	7.392	6.046	5.559	4.185	5.529	8.066	3.496	6.815	9.713
CCL21	12.3	9.919	8.499	6.234	10.43	7.857	10.02	0	7.267	8.518	7.488	9.535	10.07	5.854	7.663	3.366
CCL22	6.373	7.029	7.75	5.253	8.202	5.526	4.32	4.415	3.995	6.479	5.916	6.829	6.782	4.897	6.646	4.31
CCL23	0.5587	0	3.128	1.867	2.37	0	0	0	2.43	0.5865	3.91	1.756	2.356	2.188	3.542	0
CCL24	5.603	5.857	7.347	3.693	1.522	2.831	2.398	0	1.86	3.992	3.286	6.438	4.4	3.084	3.094	3.753
CCL25	4.375	3.491	2.45	0	0	2.356	0	1.072	3.635	3.622	0	0.1713	3.819	2.188	1.957	1.988
CCL26	3.841	3.698	3.829	3.452	4.485	3.188	2.968	4.835	3.995	2.352	3.805	4.815	3.599	3.566	0	2.329
CCL27	3.165	9.755	9.514	8.883	11.78	9.876	0	5.16	4.466	8.583	0.3988	0	3.713	0.8092	8.446	2.836
CCL28	10.36	9.133	9.797	8.919	8.745	8.591	8.928	5.16	9.845	9.751	8.655	8.498	7.384	10.31	8.346	8.588
CCL3	7.85	9.202	9.459	8.901	7.553	8.005	8.447	7.193	9.262	9.274	8.273	8.752	8.387	9.565	9.944	8.091
CCL4	7.253	8.09	7.829	7.869	7.26	6.907	7.866	3.819	7.431	9.371	8.321	8.489	8.475	7.519	8.074	7.1
CCL5	8.879	9.003	8.189	8.533	8.963	8.86	9.639	4.569	8.124	11.53	10.02	10.41	10.28	6.941	8.082	7.436
CCL7	4.375	5.283	3.45	5.037	4.754	5.133	3.621	5.842	4.775	5.276	4.791	5.726	5.783	5.338	6.322	4.651
CCL8	4.218	7.704	8.512	6.698	5.829	7.348	5.425	7.239	6.711	8.887	7.022	7.269	7.295	7.532	7.81	5.2
CCR1	6.886	7.539	7.117	8.061	7.051	7.657	6.669	8.453	7.503	8.574	7.563	7.851	8.392	7.451	9.729	7.602
CCR10	5.244	5.463	5.257	4.08	3.287	3.712	3.763	4.951	4.146	3.622	8.529	6.28	5.979	6.713	7.997	4.231
CCR2	6.532	6.611	7.059	7.091	7.414	7.149	6.044	4.569	7.111	8.321	7.522	6.71	8.885	4.869	7.212	3.366
CCR3	4.646	4.835	3.298	3.963	4.754	1.642	3.284	5.781	4.283	4.604	3.692	5.663	4.097	1.78	5.657	0
CCR4	6.277	5.463	6.713	4.339	5.466	5.173	3.544	0	4.821	5.796	6.9	4.419	6.191	3.263	5.19	3.862
CCR5	6.548	6.02	6.338	6.805	6.907	7.219	7.232	7.262	6.711	8.902	7.454	7.227	7.686	4.784	7.257	5.464
CCR6	5.967	4.745	5.298	4.385	6.438	4.76	3.462	3.819	3.155	4.979	4.845	4.926	5.809	0	4.589	3.035
CCR7	8.955	5.941	5.082	4.748	5.503	5.36	6.164	3.219	4.865	6.104	8.044	5.381	7.267	4.34	5.363	2.836
CCR8	5.203	4.039	5.338	3.693	3.955	4.256	3.829	2.172	3.529	5.972	4.996	0	5.462	2.188	0	4.147
CCRL1	8.167	10.22	8.761	8.564	10.31	9.641	5.267	5.781	8.404	8.337	6.348	9.373	6.131	7.451	7.84	6.416
CD109	6.962	8.998	8.88	7.371	9.534	8.28	6.687	7.921	6.996	6.314	7.853	8.722	7.19	6.986	8.999	9.822
CD14	10.32	11.25	10.37	10.29	9.383	10.59	9.47	11.02	10.98	11.58	10.84	11.4	11.53	10.85	12.72	10.5
CD19	8.77	4.745	4.829	5.327	0.7846	4.399	6.948	4.569	4.146	5.764	7.555	6.054	8.906	4.125	5.701	1.988
CD1A	4.375	7.617	7.883	5.721	8.133	5.617	4.976	2.788	3.005	6.868	4.185	5.301	4.179	2.355	6.349	0
CD1B	4.375	6.505	7.059	3.362	6.634	5.674	3.187	1.072	4.865	5.404	3.569	4.078	5.495	2.985	3.722	0
CD1C	5.284	7.728	7.829	5.684	7.876	7.189	3.284	2.172	5.434	6.225	5.544	4.815	5.289	3.979	6.733	0.8881
CD1D	5.991	3.878	3.128	3.693	0	5.462	4.409	4.415	4.728	5.522	6.695	3.631	6.555	4.724	6.143	3.035
CD1E	4.976	6.361	7.308	5.122	6.298	6.508	2.968	4.708	4.908	4.195	4.486	4.419	5.395	2.985	5.518	3.507
CD200	10.39	8.188	8.616	9.416	8.382	7.417	6.287	8.109	9.577	10.55	7.383	7.972	9.586	7.316	8.346	8.794
CD200R1	4.299	5.406	5.801	4.023	5.349	4.958	3.954	0	1.86	4.531	5.043	0	3.713	4.3	5.468	0
CD209	8.173	9.411	8.989	7.845	8.397	8.208	6.125	7.672	7.741	9.299	8.258	9.454	7.636	8.43	9.348	6.585
CD22	9.618	6.234	6.172	7.012	5.266	10.92	7.802	6.618	6.084	7.312	8.117	7.09	9.772	5.358	7.607	6.585
CD244	3.729	1.376	5.172	4.189	4.557	5.091	3.082	0	4.408	6.419	4.185	6.28	6.191	0.8092	3.542	1.54
CD247	8.391	6.42	6.683	6.622	6.419	7.285	7.355	4.046	6.611	8.47	8.517	7.52	8.383	5.234	6.69	5.023
CD274	6.463	6.585	6.298	6.115	6.045	6.794	7.238	7.239	6.446	9.123	6.191	6.801	7.665	4.527	6.815	6.469
CD28	7.341	6.131	6.588	5.703	6.119	6.067	5.29	6.013	6.157	6.678	7.419	7.205	7.409	6.233	6.911	5.628
CD34	8.386	12	10.29	9.69	9.378	9.591	6.66	6.259	8.636	8.155	9.483	11.06	7.87	10.11	9.882	7.48
CD3D	9.915	8.652	8.942	8.064	8.798	8.767	8.956	4.708	8.319	10.32	9.632	9.146	9.918	6.443	8.049	6.536
CD3E	9.174	7.526	7.916	6.935	7.727	7.706	7.936	4.242	7.267	9.172	9.183	8.177	8.971	5.706	7.151	5.882
CD3G	8.983	7.862	7.89	7.084	7.91	7.643	7.654	3.819	6.861	9.187	8.663	8.524	8.614	5.145	6.505	6.098
CD4	9.222	9.874	9.315	9.088	8.939	9.433	7.747	8.434	9.061	10.15	9.335	9.616	9.95	9.054	10.25	8.815
CD40	8.48	9.479	9.153	8.201	8.783	8.546	8.24	9.195	8.015	9.674	9.105	9.924	10.01	7.849	9.055	7.723
CD40LG	6.613	5.519	6.636	4.516	5.13	5.494	4.648	4.835	4.216	5.32	6.95	4.815	6.444	3.697	5.307	2.329
CD44	12.99	13.44	13.61	12.12	13.23	13.58	13.37	13.09	11.93	14.07	13.86	13.14	12.86	12.98	13.52	12.27
CD45R0	10.12	10.44	10.11	9.699	10.34	10.36	9.408	9.76	10.16	11.16	10.37	10.13	10.98	8.693	10.16	9.141
CD45RA	9.3	6.661	6.486	5.703	5.266	6.427	6.433	0	5.626	7.088	7.744	6.801	8.455	4.171	5.518	3.035
CD45RB	8.527	7.83	7.793	7.789	7.781	8.334	6.757	5.254	7.495	9.04	8.253	8.949	8.535	6.559	8.909	7.155
CD48	9.628	7.785	8.178	7.342	7.671	8.016	7.332	4.708	8.02	8.797	9.149	7.687	9.282	6.049	8.4	6.647
CD68	8.671	9.289	8.783	9.859	8.258	8.866	8.647	8.922	8.516	10.39	10.08	9.921	10.42	9.478	12.17	10.68
CD70	4.299	5.346	3.935	4.189	7.171	3.818	6.016	7.638	3.826	4.923	4.486	4.259	5.429	3.758	4.764	0
CD72	6.316	5.148	4.652	5.278	3.844	5.587	4.573	5.842	4.775	7.386	5.408	6.054	5.835	3.423	4.027	5.882
CD74	13.83	14.08	13.71	13.57	12.72	13.86	13.8	13.45	12.7	15.02	13.96	14.35	14.87	12.44	14.23	13.95
CD79A	10.53	4.92	6.815	8.963	7.076	7.247	6.748	0	6.805	8.865	8.768	9.218	10.78	4.562	5.363	5.28
CD79B	5.942	0	3.298	4.598	3.107	2.613	3.082	1.072	3.826	3.992	4.845	2.493	6.601	3.758	0	1.54
CD80	5.435	4.039	3.45	5.721	6.045	5.978	5.425	6.785	5.651	6.498	5.699	4.815	6.954	4.693	6.143	6.662
CD81	13.01	14.34	14.35	13.03	13.78	14.52	12.28	13.35	13.2	13.19	13.3	13.36	13.27	12.99	13.38	13.67
CD86	6.705	6.33	6.432	7.026	7.026	7.076	6.164	7.491	7.064	8.105	7.374	7.16	7.607	5.867	8.193	7.602
CD8A	8.989	7.905	7.172	7.105	8.151	7.629	9.162	4.046	7.46	10.77	9.397	8.833	8.988	5.489	7.329	7.228
CD8B	7.273	6.71	5.713	5.327	5.968	5.756	6.678	4.951	5.519	8.243	7.505	7.227	6.858	4.455	5.902	5.241
CDH1	10.12	11.49	12.48	9.669	12.57	9.358	11.3	4.835	10.41	12.07	4.008	12.07	10.19	2.985	10.82	5.717
CDH2	9.103	0	4.772	6.855	7.375	8.027	5.644	10.17	9.015	8.255	10.63	7.639	6.586	4.841	6.044	7.786
CDH3	6.108	8.805	9.52	8.325	9.923	9.512	4.534	0	7.251	8.054	2.721	10.81	9.164	8.008	10.79	5.565
CEACAM1	7.126	4.183	8.156	4.189	4.485	7.159	7.344	0	4.865	8.713	5.812	4.564	7.392	2.188	6.111	7.807
CEACAM16	2.229	2.113	2.128	2.656	1.522	1.642	1.054	2.788	0	0	1.777	1.756	2.832	0	2.805	0
CEACAM19	3.474	4.315	5.216	5.463	4.557	5.288	0	5.781	4.466	3.474	4.417	6.237	3.339	3.423	3.542	4.231
CEACAM20	3.945	0	0	6.045	0	0	0	2.172	0	0	0	0	1.643	0	0	0
CEACAM21	5.47	2.961	1.128	4.748	2.659	5.048	5.115	4.708	4.347	5.857	5.132	2.493	5.884	4.492	4.844	4.456
CEACAM3	0	3.698	0.1281	0	0	0	0	0	0	0	1.777	1.756	2.043	0	0	0
CEACAM4	5.435	4.745	3.128	3.362	2.9	4.096	0	5.503	3.635	5.183	3.91	0	4.863	2.641	5.468	0
CEACAM5	3.474	3.878	7.298	0	3.592	0	1.746	1.072	2.43	3.756	0	5.726	3.021	0	3.542	0
CEACAM6	5.89	7.242	9.088	4.884	2.007	0	3.082	0	4.283	2.908	4.267	6.581	3.819	3.697	5.744	0
CEACAM7	4.375	2.113	6.318	1.215	1.522	0	2.846	0	3.529	0	2.469	0	3.475	2.355	4.027	0.8881
CEACAM8	4.042	0	0	1.215	0	0	0	2.788	3.155	0	0	0	3.339	3.423	3.094	0
CELA1	4.976	4.315	2.713	2.931	0	2.613	3.284	3.55	4.146	2.352	3.434	0	4.466	3.633	5.307	0
CERCAM	9.402	11.09	9.983	9.481	10.39	11.91	9.784	11.27	10.8	9.184	11.81	12.09	9.872	11	11.88	9.909
CERK	8.655	9.046	9.671	9.859	9.529	10.01	9.374	10.57	9.155	9.228	9.938	9.712	9.149	8.724	10.61	11.59
CHIT1	6.832	8.827	8.876	9.164	7.869	4.862	4.976	3.219	6.794	9.848	3.805	6.679	8.022	4.492	5.518	7.974
CHL1	9.756	5.941	8.333	4.978	8.487	4.862	6.401	5.781	9.887	9.506	7.579	6.28	6.883	3.633	4.764	8.411
CHUK	9.944	10.14	9.82	9.085	9.969	9.334	9.786	9.908	9.443	10.14	10.04	10.29	9.316	9.53	10.82	9.894
CIITA	8.454	9.219	8.298	7.972	8.445	8.58	8.445	7.878	7.174	9.825	9.275	9.087	9.179	6.405	9.063	8.188
CKLF	8.261	6.559	7.059	6.501	6.907	7.787	7.663	7.818	7.976	7.386	7.401	7.09	8.252	6.346	7.595	6.973
CLEC4E	7.717	6.559	6.011	5.527	2.659	6.615	3.893	2.788	6.724	7.896	5.577	7.749	7.459	4.527	5.612	6.778
CLEC4M	7.709	0	0	0	0	2.043	3.376	3.219	0	0	3.121	0	4.01	1.998	3.542	1.54
CLEC6A	1.854	0	0	1.215	0.7846	0	0	0	1.86	1.434	2.469	0	2.043	0	3.335	0
CLEC7A	8.386	9.415	8.675	9.585	9.567	9.21	8.246	9.573	8.737	9.965	8.521	10.01	10.18	7.39	10.19	9.447
CLTC	11.2	12.12	12.1	11.55	12.43	12.32	11.37	8.423	12.08	11.87	11.65	11.93	11.42	12.16	12.48	11.92
CMA1	2.772	8.365	8.648	6.959	8.478	8.118	0	0	6.759	6.459	3.569	7.371	0	5.026	6.601	0
COX5A	10.96	11.5	11.55	10.66	11.35	11.76	10.73	10.26	11.02	10.91	10.82	11.11	11.19	11.47	11	11.44
CR1	8.405	6.971	6.801	7.306	5.8	6.6	7.244	8.473	7.986	8.765	9.16	8.166	9.024	8.064	9.819	6.997
CR2	8.096	0	2.713	1.867	2.9	2.043	6.085	0	3.529	0	4.677	3.341	7.755	1.78	4.279	3.753
CRADD	9.206	8.144	8.183	7.503	7.647	6.954	7.818	8.362	7.474	7.806	7.751	8.285	7.714	6.515	7.925	9.724
CRP	3.607	5.148	2.935	2.656	3.287	2.356	3.284	4.569	2.648	1.434	3.569	4.419	3.918	4.078	5.19	2.604
CSF1R	9.503	10.47	9.929	9.514	9.195	9.85	7.65	10.05	10.01	10.49	10.07	10.56	10.39	9.506	10.4	9.361
CSRP1	12.58	11.64	12.34	10.64	10.44	12.07	10.96	11.65	11.76	10.87	11.41	11.44	11.28	10.7	10.81	10.68
CTLA4	8.502	7.428	8.221	5.568	7.355	7.348	7.232	5.503	7.006	8.92	8.413	7.29	8.906	6.479	6.53	8.868
CTNNB1	13.91	13.89	14.09	12.63	13.28	14.28	13.88	12.23	13.77	14.24	13.87	13.49	13.6	12.37	13.54	15.09
CTSB	13.96	13.15	13.15	13.61	14.69	13.02	14.12	13.28	13.94	14.2	13.49	13.86	14.72	12.96	15.73	14.57
CTSE	4.707	1.376	0	2.931	3.723	4.178	4.365	3.219	3.995	2.352	2.469	2.493	4.33	3.758	3.542	2.604
CTSG	4.926	9.547	9.809	7.231	8.528	7.584	3.376	0	7.723	7.245	4.897	8.232	2.614	6.121	9.255	4.058
CTSL1	9.253	10.29	10.07	10.2	9.446	10.7	9.122	10.14	10.06	9.837	8.504	11.03	10.31	10.85	12.19	10.12
CTSS	11.81	12.42	11.41	12.3	11.64	12.4	10.86	10.84	11.63	13.36	11.51	12.09	12.92	11.51	13.07	11.8
CTSV	4.218	5.283	7.047	4.851	6.618	2.831	2.711	0	3.291	2.352	1.247	6.149	3.021	4.924	6.854	3.366
CX3CL1	7.935	9.378	9.505	6.689	8.139	8.179	7.55	7.169	8.204	8.294	9.072	8.489	7.554	6.376	6.143	5.394
CX3CR1	6.216	7.873	7.896	7.173	7.773	8.266	5.29	7.602	8.106	7.615	7.428	7.865	6.493	5.961	6.966	4.385
CXCL1	8.056	7.104	9.293	6.563	7.25	3.021	11.76	6.687	9.408	6.678	7.383	9.535	7.409	6.728	11.49	8.219
CXCL10	8.787	9.366	8.128	9.683	7.904	10.76	11.38	6.582	10.61	13.29	9.495	10.22	11.93	7.428	8.741	7.821
CXCL11	6.515	7.915	6.948	7.503	6.211	8.613	9.55	5.503	8.287	10.72	7.744	9.045	9.855	5.675	6.174	5.658
CXCL12	10.92	14.23	13.96	11.7	12.05	11.74	8.222	6.72	11.06	11.01	11.59	13.33	11.8	11.24	12.28	11.61
CXCL13	6.705	4.039	2.128	3.693	0	4.329	3.829	2.172	6.103	6.052	5.132	0	5.703	2.985	0	3.635
CXCL14	10.64	16.13	15.4	14.44	15.46	13.19	6.895	10.98	12.91	13.91	12.19	15.51	8.794	12.19	14.33	8.337
CXCL16	8.556	8.664	9.014	8.664	8.898	8.639	7.936	8.698	9.11	9.166	8.545	9.218	9.632	7.931	10.1	8.878
CXCL17	6.108	0	2.935	3.266	4.244	0	1.441	0	2.838	0	3.121	0	1.643	0	4.39	0
CXCL2	8.02	9.198	8.721	6.356	7.101	5.526	5.801	6.785	9.212	6.955	8.373	8.414	8.515	8.549	10.52	6.52
CXCL3	6.446	7.275	6.468	5.739	6.531	4.466	6.334	7.144	7.53	5.916	7.188	7.16	7.636	7.253	9.963	6.616
CXCL5	4.765	0	2.45	0	0.7846	0.1682	1.746	5.578	3.734	2.352	3.286	0.1713	6.249	2.641	8.325	5.2
CXCL6	5.754	5	4.588	4.08	4.409	4.096	4.068	8.512	5.029	3.992	5.371	5.457	4.959	4.171	5.566	4.456
CXCL9	9.557	10.79	9.411	9.901	8.421	10.76	10.46	5.716	10.82	13.66	11.24	12.02	12.45	8.333	8.465	8.831
CXCR4	12.2	9.437	10.83	8.973	9.687	9.788	8.642	11.1	11.17	9.882	11.06	9.18	11.59	10.03	10.64	10.52
CXCR6	6.277	4.315	5.588	5.721	6.095	6.286	5.942	2.788	6.243	8.909	6.348	6.438	7.098	3.423	5.785	5.241
CYBA	10.38	9.49	9.59	9.963	9.237	9.23	8.918	8.483	9.676	10.27	10.25	9.813	10.83	9.177	10.65	10.23
CYBB	9.986	9.767	9.537	10.09	9.223	10.17	10.41	10.86	11.06	11.4	10.82	10.48	11.59	9.433	11.25	9.815
CYCS	7.618	8.072	8.381	7.455	7.727	8.092	8.209	8.434	6.893	8.232	7.167	8.035	7.066	9.062	7.227	8.861
CYLD	10.45	10.45	10.52	9.31	10.21	10.04	9.952	10.46	9.742	10.62	10.03	10.39	10.31	8.353	10.17	9.215
CYR61	12.68	13.94	15.17	9.653	13.33	12.37	10.62	11.51	12.96	10.53	13.02	14.49	13.22	13.01	14.55	14.19
DAXX	9.767	9.738	9.634	9.566	9.791	9.728	9.809	10.13	8.911	9.587	9.983	9.824	9.869	9.773	9.771	9.431
DDR1	10.22	10.31	10.83	9.363	10.75	8.621	10.81	11.32	9.695	9.702	10.29	10.08	10.17	8.177	9.463	10.19
DDR2	10.52	11.81	11.03	10.04	9.804	11.62	9.226	10.28	9.624	10.84	10.67	11.17	10.19	10.52	10.54	7.786
DDX17	12.25	12.9	12.84	11.8	12.83	12.96	11.88	13.05	11.47	12.2	11.86	12.86	12.47	12.07	12.18	12.45
DDX58	8.454	9.151	8.62	8.381	9.862	8.984	9.288	9.444	7.816	9.101	8.16	8.868	9.509	7.21	8.339	7.462
DDX60	9.379	10.24	9.381	8.856	10.39	9.688	10.31	10.51	9.661	11.23	9.607	9.87	10.68	7.488	8.885	7.758
DES	7.293	11.04	11.86	9.054	0	5.395	4.573	4.569	9.203	9.53	5.756	8.861	5.429	5.577	9.732	4.31
DHX58	8.167	9.451	8.404	8.277	8.45	8.45	8.062	7.848	7.705	9.193	8.537	9.168	9.348	7.055	8.508	7.364
DKK2	3.474	8.892	8.313	6.015	7.365	6.714	3.284	3.219	5.374	5.32	3.434	6.511	5.703	5.471	6.892	4.589
DLL4	7.104	7.68	6.172	6.333	6.548	6.34	6.016	5.16	6.372	5.796	7.454	8.199	7.109	8.067	6.754	6.569
DSCAM	1.347	0	2.713	0	1.522	0	0	3.219	2.648	0	1.247	0	0.1687	0	0	2.329
DSTYK	9.549	9.207	8.604	9.251	9.608	9.298	10.18	7.921	8.263	9.254	8.248	8.861	8.438	6.928	9.421	8.794
Dusp5	9.576	9.893	10.14	8.358	9.78	8.613	8.136	11.22	11.27	9.02	10.07	9.931	9.699	8.949	9.341	9.498
Dusp6	11.78	11.06	12.69	8.448	11.94	10.99	9.995	12.24	12.92	12.78	12.09	10.8	11.03	9.6	10.36	11.45
ECD	7.023	8.349	8.139	7.004	7.965	7.247	6.999	7.095	6.027	7.417	6.795	8.166	6.63	6.286	7.652	7.166
ECM1	9.01	10.14	9.094	8.589	10.14	10.11	8.129	9.116	8.932	7.917	9.854	9.743	8.199	9.778	11.29	9.807
ECM2	7.469	10.92	9.677	8.491	9.123	10.06	5.061	4.951	7.893	7.946	8.238	10.59	7.055	8.82	9.841	7.207
EDN1	6.675	8.311	8.371	6.059	8.023	6.191	4.534	4.242	7.226	5.23	6.33	7.851	5.092	5.854	6.601	4.976
EDN2	2.772	0	2.128	2.656	2.9	0.1682	0	0	0	2.352	0	0	0	2.188	0	0
EDN3	7.89	7.808	7.139	5.037	5.77	3.474	3.187	4.708	10.16	3.474	2.721	1.756	3.475	4.171	6.795	5.357
EED	7.495	8.238	8.342	7.3	8.431	7.643	7.988	7.722	7.445	8.485	7.827	7.919	8.016	7.061	7.663	7.326
EFEMP1	9.431	10.81	9.823	9.452	9.695	10.29	5.784	5.342	9.737	8.456	10.1	9.57	9.141	9.483	10.7	8.356
EFEMP2	9.06	11.15	10.42	9.323	9.571	10.7	6.595	10.67	9.686	10.31	8.833	11.1	9.837	9.749	10.76	8.527
EFNA1	8.135	9.967	9.486	8.546	9.325	8.884	8.36	9.019	7.191	7.427	8.15	9.527	7.832	9.575	7.979	7.497
EFNA2	3.729	4.649	2.713	4.385	4.154	3.021	3.376	4.242	1.86	3.309	5.577	3.631	4.466	5.297	2.805	2.329
